pdf_page,char_count,text,year,source_file
219,1520,"Mathematics
CHAPTER 10
MATHEMATICS
The following report should be read in conjunction with the Mathematics question
papers for the NSC November 2024 examinations.
10.1 PERFORMANCE TRENDS (2020–2024)
The number of candidates who sat for the Mathematics examinations in 2024 decreased by
10 528, compared to that of 2023.
There was a significant improvement in the pass rate this year. Candidates who passed at the
30% level improved from 63,5% in 2023 to 69,1% in 2024. There was a corresponding
improvement in the pass rate at the 40% level over the past two years from 43,6% to 47,9%.
The percentage of distinctions over 80% improved from 3,4% in 2023 to 3,9% in 2024. Despite
the decrease in the size of the 2024 cohort, this converts into an increase in the total number
of distinctions from 8 909 to 9 808.
The various commendable support programmes employed by teachers, subject advisors and
provincial education departments were continued in 2024. The resourcefulness and diligence
of the above-average candidates also contributed to the overall improvement in the subject.
Table 10.1.1 Overall achievement rates in Mathematics
No. achieved at % achieved at No. achieved at % achieved at
Year No. wrote
30% and above 30% and above 40% and above 40% and above
2020 233 315 125 526 53,8 82 964 35,6
2021 259 143 149 177 57,6 97 561 37,6
2022 269 734 148 346 55,0 97 041 36,0
2023 262 016 166 337 63,5 114 311 43,6
2024 251 488 173 774 69,1 120 430 47,9
National Senior Certificate 217 Diagnostic Report 2024 – Part 1",2024,2024_maths_diagnostic.pdf
220,764,"Mathematics
Graph 10.1.1 Overall achievement rates in Mathematics (percentage)
70.0
60.0
50.0
40.0
30.0
20.0
10.0
0.0
2020 2021 2022 2023 2024
2020 2021 2022 2023 2024
% achieved at 30% and above 53.8 57.6 55.0 63.5 69.1
% achieved at 40% and above 35.6 37.6 36.0 43.6 47.9
Graph 10.1.2 Performance distribution curves in Mathematics (percentage)
25.0
20.0
15.0
10.0
5.0
0.0
0-9.9 10-19.9 20-29.9 30-39.9 40-49.9 50-59.9 60-69.9 70-79.9 80-89.9 90-100
2020 12.1 16.5 17.5 18.2 13.2 9.1 6.1 3.9 2.3 0.9
2021 9.7 15.3 17.4 19.9 14.7 9.7 6.4 3.8 2.1 0.8
2022 10.8 16.4 17.8 19.0 13.9 9.5 6.1 3.8 2.0 0.7
2023 6.6 13.3 16.7 19.9 16.1 11.8 7.6 4.7 2.5 0.9
2024 4.5 10.7 15.7 21.2 17.6 12.5 8.3 5.6 3.1 0.8
National Senior Certificate 218 Diagnostic Report 2024 – Part 1",2024,2024_maths_diagnostic.pdf
221,1641,"Mathematics
10.2 OVERVIEW OF CANDIDATES' PERFORMANCE IN PAPER 1
(a) The style of questioning was different from previous years as topics (for example, the
inverse function; first principles) were not in the section of the paper that was
predictable.
(b) The focus in the NSC 2024 Mathematics Paper 1 was more on conceptual
understanding of topics in comparison to previous years. This may have had an impact
on the performance of the candidates.
(c) Many candidates were able to answer the knowledge and routine questions correctly.
This suggests that the candidates were well-prepared to deal with these questions.
Candidates scored some marks in most of the questions.
(d) The algebraic skills of the candidates were poor. Most candidates lacked fundamental
and basic mathematical competencies which should have been acquired in the lower
grades. This became an impediment to candidates when answering complex
questions.
(e) While calculations and performing well-known routine procedures form the basis of
answering questions in a Mathematics paper, a deeper understanding of definitions
and concepts cannot be overlooked. Candidates did not fare well in answering
questions that assessed an understanding of concepts.
10.3 DIAGNOSTIC QUESTION ANALYSIS OF PAPER 1
The following graph is based on data from a random sample of candidates' scripts. While this
graph might not accurately reflect national averages, it is useful in assessing the relative
degrees of challenge of each question as experienced by candidates.
Graph 10.3.1 Average performance per question in Paper 1
National Senior Certificate 219 Diagnostic Report 2024 – Part 1",2024,2024_maths_diagnostic.pdf
222,1062,"Mathematics
Graph 10.3.2 Average performance per subquestion in Paper 1
Mathematics P1
100%
90%
90% 82% 84% 83%
77%
80%
74%
69% 68%
% 70% 64%
e 58%
62% 62% 62%
59%
c n 60% 56%
a 53% 53%
m r o 50% 47% 45% 48% 50% 50% 48%
f r e 36% 40% 37%
p 40% 35%
.e v A 30% 35% 30% 25% 27% 29% 32%
19%
20% 17%
13% 12%
10% 6% 6%
0%
1.1 1.3 2.2 3.2 4.1 4.3 5.1 5.3 5.5 6.2 6.4 7.2 8.1 8.3 9.2 9.4 10.2 11.2 12.1 12.3
Sub-question
Q Topics
1 Equations, Inequalities & Algebraic Manipulations
2 Number Patterns & Sequences
3 Number Patterns & Sequences
4 Functions & Graphs
5 Functions & Graphs
6 Functions & Graphs
7 Finance
8 Calculus & Inverse Functions
9 Calculus
10 Calculus
11 Probability
12 Counting Principles
10.4 ANALYSIS OF CANDIDATES' PERFORMANCE IN EACH QUESTION IN
PAPER 1
QUESTION 1: ALGEBRA
Common errors and misconceptions
(a) In Q1.1.2 some candidates did not write the equation correctly in standard form, so
they substituted incorrectly for the values of 'b' and 'c'. The candidates arrived at the
National Senior Certificate 220 Diagnostic Report 2024 – Part 1",2024,2024_maths_diagnostic.pdf
223,2842,"Mathematics
standard form of 2𝑥2+1−4𝑥 = 0 and then substituted into the quadratic formula to
−(1)±√(1)2−4(2)(−4)
get 𝑥 = .
2(2)
If candidates wrote the equation in the correct standard form, another common error
was substituting for 'b' as 4 and not –4.
(b) In Q1.1.3 many candidates treated the inequality as an equation and then struggled to
interpret the answer to the question. Other candidates used the word 'and' in the
solution which was incorrect. Notation still seems to a problem as some candidates left
their answer as −1 > 𝑥 > 3.
(c) In the exponential equation in Q1.1.4, many candidates applied exponential laws
incorrectly, arriving at 22𝑥−2𝑥+2−25 = 0 which led them incorrectly to the equation
2𝑥−𝑥+2−5 =0, but then to the correct answer of 𝑥 = 3.
Another common error was when candidates did not distinguish between real and
invalid solutions: 2𝑥 = 8 or 2𝑥 = −4 leading to 𝑥 = 3 or 𝑥 = −2.
(d) In Q1.1.4, there were still a large number of candidates who did not check the validity
of their solutions. x = –6 needed to be rejected in the answer.
(e) Most candidates were unable to establish the pattern generated in Q1.3. Candidates
who were able to generate a pattern did not articulate themselves well in drawing the
conclusion required.
Suggestions for improvement
(a) Learners must ensure that they understand what correct standard form is in a quadratic
equation.
(b) Learners must be taught to check their solutions when using the squaring technique to
solve an equation that is not originally quadratic, as well as to check the validity of
solutions generated in exponential equations. Teachers must emphasise that implicit
restrictions are placed on surd equations.
(c) Notation in quadratic inequalities should be emphasised. Graphical tools should be
shown to the learners to ensure they understand what the mathematical notation
means on a graph.
(d) Exponential rules, manipulation and equations should be practised. Learners should
understand when to use the technique of equating exponents because the bases are
the same, and when to factorise. These are techniques that are taught in earlier grades
and should be revised from Grade 9 through to Grade 12. The importance of language
used by teachers is emphasised here. Many understanding misconceptions can be
attributed to language used by teachers in the classroom. An example of this is 'drop
the bases' in an exponential equation.
(e) Regular revision and emphasis on working with prime bases in exponents is important.
(f) Problem-solving must be practised. Utilise Olympiad-style questions for practice.
Learners should be taught to reason mathematically through argument either in words
or in symbols.
(g) Teachers must make time to revise algebraic and exponential law work with learners.
National Senior Certificate 221 Diagnostic Report 2024 – Part 1",2024,2024_maths_diagnostic.pdf
224,3183,"Mathematics
(h) Teachers should place more emphasis on understanding of concept/s being taught
and reduce the emphasis on how learners can use the calculator to obtain answers.
The answers become meaningful when learners understand the concept and this
allows them to interpret their answers.
(i) As suggested in previous reports:
• Teachers should not take for granted that learners know how to round off a number
to the required number of places. Where necessary, this skill should be retaught
in Grades 11 and 12. Teachers should penalise learners in class work and SBA
tasks when they do not round off to the correct number of places.
• Teachers should take some time, preferably in Grade 10, to focus on teaching
learners how to represent inequalities (e.g. −3 < 𝑥 < 5; 𝑥 < −3 or 𝑥 > 5) on a
number line and how to also write an inequality from the illustration on a number
line. This will benefit learners as they are required to write inequality solutions for
a number of questions in both examination papers. Emphasis on the correct
notation is essential when writing down the solutions to inequalities.
• Linked to this, teachers should explain the difference between 'and' and 'or' in the
context of inequalities. Learners cannot use these words interchangeably as they
have different meanings.
QUESTION 2: PATTERNS
Common errors and misconceptions
(a) In Q2.1.2 many candidates had difficulty understanding what needed to be done to
arrive at an answer. Added to this, they had difficulty writing the answer in the correct
sigma notation. Common erroneous answers were ∑75 (5𝑛+2) =14400;
𝑛=1
∑75 (5𝑛+2) which did not equate sigma to the required sum of
𝑛=21
∑55 (5𝑛+2)= 14400.
𝑛=1
(b) Many candidates did not recognise that the linear pattern given in Q2.2.1 was the first
difference of the quadratic pattern which would help them determine the required term
value in the quadratic pattern. A large number of candidates used their answer in
Q2.2.2 to calculate the answer for Q2.2.1; or they calculated the general term of the
quadratic pattern in both Q2.2.1 and Q2.2.2.
Suggestions for improvement
(a) A solid foundation of sigma notation should be emphasised in the classroom. Learners
should be exposed to both calculating from given sigma notation, and writing
information from a given pattern into sigma notation.
(b) Teaching of patterns needs to include exposing learners to questions that require
reading, understanding and interpretation, not just calculations. Even though time in
the syllabus is limited, it is vital for learners to be able to answer questions of a different
nature. Added to this, questions must be read carefully so that learners know what is
required of them.
(c) As mentioned in previous reports, learners should be discouraged from using
information provided in later questions to answer earlier questions in an examination.
(d) Teachers need to teach the relationships specifically between a quadratic pattern and
a linear pattern, making particular reference to how terms are calculated by using the
sum of linear pattern terms to generate a term in the quadratic pattern.
National Senior Certificate 222 Diagnostic Report 2024 – Part 1",2024,2024_maths_diagnostic.pdf
225,2633,"Mathematics
QUESTION 3: PATTERNS
Common errors and misconceptions
(a) A large majority of the candidates interpreted Q3.2 as requiring the sum of the first
10 radii and not the areas of the first 10 circles as required by the question. Those who
did understand that the sum of the areas of the first 10 circles was required, omitted 
in their solution or did not calculate the new ratio of the geometric sequence formed by
1
the areas of the circles to be .
4
(b) The lack of understanding when reading contributed to many candidates not answering
Q3.3 well. Candidates incorrectly equated the general term of the radii with the
𝑛−1
1 3
diameter [6( ) = ]. Added to this, exponential laws were incorrectly applied.
2 128
𝑛−1
This meant candidates simplified 12( 1 ) = 3 to 6𝑛−1 = 3 .
2 128 128
Suggestions for improvement
(a) Teachers should expose learners to real-life and mensuration problems in patterns, as
well as other topics in the Mathematics curriculum.
(b) Learners should be encouraged to write out the first three terms of a pattern so that
they are able to correctly identify the first term and the constant ratio or first difference
in the pattern.
(c) Learners should be taught that when working with constants, such as , they should
not convert them to a decimal format as this can hinder the recognition of a possible
pattern.
(d) Teachers should encourage learners to work with fractions, particularly in geometric
patterns, exponential graphs and hyperbolic functions. Added to this, correct language
should be used at all times by the teacher to ensure understanding of the algebraic
methods are transferred to learners in the classroom. 'Tip and times' is a phrase that
should be replaced with 'multiply by the reciprocal'.
(e) As suggested in previous reports:
• The inclusion of word problems in the patterns section is important. Teachers need
to emphasise how to take the words of a problem and write them in symbolic form
to solve an equation or inequality.
• Constant revision of exponential laws to solve equations correctly is pivotal to
candidates' success. Teachers need to emphasise this and revise this thoroughly
in all grades.
QUESTION 4: FUNCTIONS (EXPONENTIAL FUNCTION)
Common errors and misconceptions
(a) Candidates struggled to correctly answer the range of the exponential function in Q4.2,
which meant their answer was incorrectly written as 𝑦 ∈ R ;𝑦 ≠ −1.
(b) A fair number of candidates drew a hyperbola in Q4.3. This showed a lack of
understanding of the format of the equation of the function provided in the stem of Q4.
National Senior Certificate 223 Diagnostic Report 2024 – Part 1",2024,2024_maths_diagnostic.pdf
226,2816,"Mathematics
The asymptote was not necessarily labelled or the drawn graph crossed through its
asymptote.
19
(c) Many candidates did not solve for 'x' when 𝑦 = which led them to assume that
8
x = 0. Secondly, the coordinates of the image of C were not answered well as
candidates reflected the point over the x-axis, y-axis or the line y = –x.
Suggestions for improvement
(a) Learners should be taught to calculate x- and y-intercepts when they are required to
draw a graph. If the learner is still unsure, their default method should be to draw the
graph via point-by-point plotting.
(b) The general form of functions and their shapes should be emphasised from Grade 10
and revised every time a functions question is worked through in class. In addition, the
effects of the parameters a, b, p and q should be thoroughly taught, revised and
practised by learners from the introduction of functions in Grade 10 through to the end
of the Grade 12 academic year.
(c) Teachers should ensure that learners work with transformations in functions from
Grade 10. This should include point transformation, recognition of the transformation
applied to one function's equation to result in another and the rules of reflection,
horizontal and vertical shifts on the equation of a function.
QUESTION 5: FUNCTIONS (HYPERBOLA)
Common errors and misconceptions
(a) In Q5.1, many candidates wrote 𝑝 = 1 which could be attributed to the form of the
𝑎
hyperbola being given as 𝑦 = +𝑞. The other incorrect answer from candidates was
𝑥+𝑝
x = –1.
(b) Q5.2 required candidates to calculate the value of the horizontal asymptote.
Candidates who incorrectly answered this question wrote down the answer of y = –3,
taking the value of y from the equation of the straight line. Candidates did not realise
that the y-value of the point of intersection of the vertical asymptote and the straight
line, g, was the equation of the horizontal asymptote.
(c) In Q5.3, some candidates arrived at a positive answer for a.
(d) Q5.4 was poorly answered by many candidates because they tried to solve a rational
inequality, or they omitted the vertical asymptote from their solution.
(e) Q5.5, a problem-solving question, was not well answered by the majority of candidates.
Many candidates had difficulty in interpreting the question and indicated 'reflection over
the line y = x' as the answer. This was incorrect.
Suggestions for improvement
(a) Teachers must refer to the Curriculum Assessment and Policy Statement for the
correct general form of the functions to be used in class. For the hyperbola, this is
𝑎
𝑦 = +𝑞. A 'recipe' for learners to calculate the values of p and q leads to a lack
𝑥+𝑝
of understanding for the learner. It is suggested that teachers emphasise that a vertical
National Senior Certificate 224 Diagnostic Report 2024 – Part 1",2024,2024_maths_diagnostic.pdf
227,3043,"Mathematics
asymptote on a function is created when the denominator is undefined. This will lead
to a better understanding by the learners and a more accurate calculation of the
parameter p in the hyperbola equation.
(b) Learners should be taught to work with what is presented to them in each diagram.
Before answering any question on a function, learners should ideally recognise what
each point on the diagram represents and what their properties are. For example: the
value 1 on the x-axis in this graph indicates the x-intercept which means the y-value
is 0 and the coordinate is (1; 0). This process should be followed for each point on a
given graph.
(c) Teachers need to help learners 'error check' their solutions. For a positive 'a'-value in
a hyperbola, the graph needs to be decreasing and for a negative 'a'-value, the graph
is increasing.
(d) It should be emphasised to learners that when answering graphical interpretation
questions on graphs that have a vertical asymptote, this value should always be
considered in their answers to questions of the nature 'For what values of x …'.
(e) Transformation geometry should be taught as an integral part of functions.
(f) Teachers need to include functions practice for the learner throughout the year as a
means of regular revision of the concepts. The functions from Grade 11 are not
retaught in Grade 12 which means that the concepts need to be taught thoroughly in
Grade 11 and then revised thoroughly throughout Grade 12.
QUESTION 6: FUNCTIONS (PARABOLA & STRAIGHT LINE)
Common errors and misconceptions
(a) It was a common error for candidates to use the equation given in the question to
'prove' that this was the equation of the straight line in Q6.2.
(b) In Q6.3 many candidates failed to create an expression for the vertical length EH. They
attempted to solve the equation 𝑓(𝑥)−𝑔(𝑥)= 0 as a minimum and maximum
equation. Conceptually, candidates did not realise this calculated the points of
intersection of the graphs f and g.
(c) Q6.4 was poorly answered by the majority of the candidates as it integrated concepts
of functions, calculus and algebraic manipulation. Added to this, candidates incorrectly
assumed that the point E will be the point of contact of the tangent g and the
function k. Candidates also assumed that C and E lie on the same horizontal line.
Even though this is a fact, it was an assumption as this information was not provided
in the question.
(d) Candidates who did not know that they should use gradient to answer Q6.4, incorrectly
differentiated each term that had a variable, irrespective of whether that variable was
x or m. They failed not realise that m should have been treated as a constant in this
instance.
Suggestions for improvement
(a) Learners need to be taught the difference between 'showing' and 'proving' and using
the given equation. The best approach to questions like Q6.2 is to teach learners to
read it as 'work out the equation of the line through A and C.'
National Senior Certificate 225 Diagnostic Report 2024 – Part 1",2024,2024_maths_diagnostic.pdf
228,2918,"Mathematics
(b) Teachers need to emphasise that learners cannot assume information in a given
scenario. Learners need to work from the given information to correctly deduce that a
point is a point of contact or prove this through calculation.
(c) It is imperative that learners are exposed to questions that integrate functions, calculus
and transformations. When faced with problem-solving questions, teachers need to
help learners to decode what the words mean (for example: tangent indicates that the
gradients of the two functions are equal at the point of contact) and then guide learners
to use correct algebraic methods to answer the given question.
(d) Learners should practise differentiating expressions that have more than one variable
so that they become familiar with differentiating the expression with respect to the
required variable.
(e) Nature of the roots should not be ignored as an alternate method of dealing with graphs
that intersect, are tangential or do not intersect. This requires teachers to incorporate
the concepts taught in nature of the roots when teaching quadratic functions.
QUESTION 7: FINANCE
Common errors and misconceptions
16
6,8
(a) In Q7.1 the common errors were 𝐴 = 5000(1+ ) which omitted the
100
16
6,8
understanding of quarterly compounding or 𝐴 = 5000(1+ ) which failed to
400
account for the number of quarters in 16 years.
(b) A common error in Q7.2 was that candidates used the reducing-balance depreciation
method as they did not realise that the straight-line depreciation was linked to the
simple interest formula.
(c) A number of candidates over-complicated Q7.3.1 and used an annuity formula, which
showed a lack of understanding of the difference between interest on a loan and the
interest rate charged on a loan. Their responses highlighted a lack of understanding of
the total monies paid out when paying back a loan.
(d) Q7.3.2 was poorly answered by the majority of the candidates. The question involved
reading for understanding and multiple steps to the solution. A large number of
candidates left out this question.
Suggestions for improvement
(a) Drills and practice should be undertaken on different compounding periods and the
compound interest formulae so that learners can familiarise themselves with the
number of times that interest is compounded in a specified time frame.
(b) Teachers should teach Financial Mathematics with conceptual understanding and real-
life problems. It may help to have learners draw timelines and identify what happens
at different stages of an annuity (either present or future valued). Visual representation
helps to break up a problem that requires reading for understanding.
(c) Learners should be taught to read for understanding in all problems, especially in
Financial Mathematics problems. Teachers need to emphasise the importance of this
skill.
National Senior Certificate 226 Diagnostic Report 2024 – Part 1",2024,2024_maths_diagnostic.pdf
